N,intensity_pct,cpu_gbps,decode_tok_s,ms_per_step,slowdown_pct,decode_throttle,steps,peak_mb,kv_mb
2048,0,0.0,20.56,48.583,0.0,1.049,62,4873.0,112.0
2048,50,24.48,17.99,55.221,12.5,1.041,54,4873.0,112.0
2048,100,55.07,11.67,84.056,43.2,1.465,36,4873.0,112.0
