N,prefill_ms_med,decode_ms_med,prefill_min,decode_min,decode_max,peak_mb,prefill_max,cpu_speed_limit,decode_ctx_tokens,kv_mb
128,256.7960840001433,21.849666999969486,256.4502089999223,21.52129199976116,22.511541999847395,1902.5866394042969,257.1874579998621,,130,4.5
256,498.0597920002765,19.10820800003421,495.6954580002275,19.056834000366507,19.13866599988978,2104.024589538574,501.08429100009744,,258,9.0
512,1006.5785419997155,19.265540999640507,994.0921249999519,19.199916999696143,19.368624999970052,2115.3381729125977,1019.4142909999755,,514,18.0
1024,2093.3393750001414,19.53183300065575,2049.798125000052,19.49229199999536,19.691417000103684,2260.277412414551,2132.1280840002146,,1026,36.0
2048,4248.224500000106,21.73004199994466,4237.6954170003955,20.481959000790084,24.567833000219252,2307.7812881469727,4426.927042000898,,2050,72.0
4096,11339.55054100079,26.823958000022685,9722.1913329995,24.20849999998609,27.55729100044846,2473.7890853881836,12010.836208,,4098,144.0
8192,27719.92583300016,29.474792000655725,26458.382875000098,28.34779200020421,30.357999999978347,2955.804702758789,28328.003374999753,,8194,288.0
