N,prefill_ms_med,decode_ms_med,prefill_min,decode_min,decode_max,peak_mb,prefill_max,cpu_speed_limit,decode_ctx_tokens,kv_mb
128,37.835416000234545,4.9180839996552095,37.143791999824316,4.750874999899679,5.245666000064375,383.23094749450684,38.28762500006633,,130,1.5
256,70.56033299977571,5.016665999846737,69.66354199994385,4.942915999890829,6.934333000117476,514.7633514404297,71.97791599992343,,258,3.0
512,138.324124999599,5.8547500002532615,137.90837499982445,5.074125000191998,6.343666999782727,670.3886032104492,140.30062500023632,,514,6.0
1024,279.976125000303,5.420750000212138,278.8447919997452,5.338542000117741,6.692999999813765,1008.1405639648438,282.6185830003851,,1026,12.0
2048,594.8494160002156,5.621333999897615,583.3004589999291,5.422958000053768,5.684249999831081,1033.1443786621094,597.2912500001257,,2050,24.0
4096,1326.3929169997937,5.911374999868713,1315.6760830001986,5.757291999998415,6.130333000328392,922.1521453857422,1338.165208999726,,4098,48.0
8192,3181.213458000002,6.6176670002278115,3119.5366249999097,6.574749999799678,6.686249999802385,1048.1677474975586,3200.295042000107,,8194,96.0
