N,prefill_ms_med,decode_ms_med,prefill_min,decode_min,decode_max,peak_mb,prefill_max,decode_throttle_ratio,cpu_speed_limit,decode_ctx_tokens,kv_mb
4096,20952.97254199977,44.99175000091782,20562.987874996907,44.63237500021933,45.4651659965748,5188.901382446289,23289.157832994533,1.0105222845443291,,4097,224.0
8192,54176.73312500119,47.19745799957309,50248.840542000835,46.55416699824855,50.4282499969122,5584.917007446289,55178.1624580035,1.0684526695774237,,8193,448.0
